trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
55,False,"{'a': 0.1, 'e': 0.8525245220595057}",30,0,-294.71376999471624,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 5}",0
56,False,"{'a': 0.1, 'e': 0.8472551110134161}",20,0,-18.888831446634395,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
57,False,"{'a': 0.1, 'e': 0.8419009751622687}",30,0,-96.16644518355898,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
58,False,"{'a': 0.1, 'e': 0.8364626499151869}",25,0,-79.81217971357943,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
59,False,"{'a': 0.1, 'e': 0.8309406791001634}",20,0,-145.6815972085725,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
60,False,"{'a': 0.1, 'e': 0.8253356149096783}",20,0,-23.055371104673196,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
61,False,"{'a': 0.1, 'e': 0.8196480178454795}",20,0,-23.696690475338606,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
62,False,"{'a': 0.1, 'e': 0.8138784566625339}",20,11,-69.19487352298005,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 1}",1
63,False,"{'a': 0.1, 'e': 0.8080275083121519}",30,10,-48.42131464821696,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
64,False,"{'a': 0.1, 'e': 0.8020957578842927}",20,0,-45.79440359661648,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
65,False,"{'a': 0.1, 'e': 0.7960837985490559}",20,0,-62.754804755553245,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.1, 'e': 0.7899922314973651}",25,17,-25.84057237685811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
67,False,"{'a': 0.1, 'e': 0.7838216658808492}",20,0,-105.59286188435668,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
68,False,"{'a': 0.1, 'e': 0.7775727187509279}",20,0,-71.7882783160276,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
69,False,"{'a': 0.1, 'e': 0.7712460149971065}",30,0,-151.8818698952009,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
70,False,"{'a': 0.1, 'e': 0.7648421872844884}",25,0,-165.77865434661894,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
71,False,"{'a': 0.1, 'e': 0.7583618759905082}",25,0,-142.9683269034389,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
72,False,"{'a': 0.1, 'e': 0.751805729140895}",20,0,-104.13886749458038,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
73,False,"{'a': 0.1, 'e': 0.7451744023448704}",25,15,-35.21589608681177,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.1, 'e': 0.7384685587295879}",25,2,-46.23332953594959,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 0}",1
75,False,"{'a': 0.1, 'e': 0.7316888688738209}",30,0,-137.52986653097932,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
76,False,"{'a': 0.1, 'e': 0.7248360107409052}",30,4,-61.518515558397446,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 1}",1
77,False,"{'a': 0.1, 'e': 0.7179106696109434}",25,0,-146.35545671815802,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
78,False,"{'a': 0.1, 'e': 0.7109135380122773}",25,0,-61.83886809672812,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
79,False,"{'a': 0.1, 'e': 0.7038453156522362}",25,12,-20.971933227814034,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
80,False,"{'a': 0.1, 'e': 0.6967067093471655}",25,0,-51.80417050018161,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
81,False,"{'a': 0.1, 'e': 0.6894984329517471}",25,0,-125.59168875329111,"{0: 14, 1: 6, 2: 1, 3: 3, 4: 1}",0
82,False,"{'a': 0.1, 'e': 0.6822212072876136}",25,11,-72.92647397863736,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
83,False,"{'a': 0.1, 'e': 0.6748757600712672}",20,5,-43.01939387768368,"{0: 10, 1: 3, 2: 0, 3: 2, 4: 0}",1
84,False,"{'a': 0.1, 'e': 0.6674628258413082}",25,16,-0.8057257583940782,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.1, 'e': 0.6599831458849822}",20,7,-35.65064379516572,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
86,False,"{'a': 0.1, 'e': 0.6524374681640519}",25,0,-71.04898295106983,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
87,False,"{'a': 0.1, 'e': 0.6448265472400012}",20,6,-65.63856980969793,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 1}",1
88,False,"{'a': 0.1, 'e': 0.6371511441985802}",20,0,19.314140934093373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.1, 'e': 0.6294120265736969}",20,4,-60.69179637612749,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
90,False,"{'a': 0.1, 'e': 0.6216099682706645}",20,0,-84.54055962495902,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
91,False,"{'a': 0.1, 'e': 0.6137457494888116}",20,0,-9.693083166935923,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.1, 'e': 0.6058201566434629}",25,7,-26.384046556068935,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
93,False,"{'a': 0.1, 'e': 0.5978339822872982}",30,2,-140.54300204183747,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 3}",1
94,False,"{'a': 0.1, 'e': 0.5897880250310983}",20,8,-30.030483785056187,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
95,False,"{'a': 0.1, 'e': 0.5816830894638835}",30,0,-59.29259964018814,"{0: 22, 1: 5, 2: 2, 3: 0, 4: 1}",0
96,False,"{'a': 0.1, 'e': 0.5735199860724567}",20,2,-29.762183916709965,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
97,False,"{'a': 0.1, 'e': 0.5652995311603544}",20,3,-48.87434571674074,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
98,False,"{'a': 0.1, 'e': 0.5570225467662173}",25,6,-49.09072830033211,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 1}",1
99,False,"{'a': 0.1, 'e': 0.5486898605815876}",25,0,-23.01175569479481,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
100,False,"{'a': 0.1, 'e': 0.5403023058681398}",25,0,-121.80773460014119,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",1
101,False,"{'a': 0.1, 'e': 0.5318607213743555}",25,5,-59.48016501383295,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
102,False,"{'a': 0.1, 'e': 0.5233659512516496}",30,23,11.619237904450118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.1, 'e': 0.5148188449699553}",20,6,-43.24235149396161,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
104,False,"{'a': 0.1, 'e': 0.5062202572327784}",35,18,-15.522594849727133,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
105,False,"{'a': 0.1, 'e': 0.497571047891727}",25,0,-5.843626962651145,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
106,False,"{'a': 0.1, 'e': 0.48887208186052755}",25,0,-22.625975433400647,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
107,False,"{'a': 0.1, 'e': 0.48012422902853413}",20,0,-29.139476984173026,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
108,False,"{'a': 0.1, 'e': 0.47132836417373997}",20,5,-14.996915619350792,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.1, 'e': 0.4624853668753008}",25,0,-89.84814241937616,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
110,False,"{'a': 0.1, 'e': 0.4535961214255773}",35,19,-41.012965499052136,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.1, 'e': 0.44466151674170673}",30,0,-6.167810407892561,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.1, 'e': 0.43568244627671204}",20,12,3.1048294604546935,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.1, 'e': 0.42665980793015723}",20,0,-41.837264661307835,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
114,False,"{'a': 0.1, 'e': 0.41759450395835795}",20,4,-43.99582326111707,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
115,False,"{'a': 0.1, 'e': 0.40848744088415717}",30,21,16.546140095344224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.1, 'e': 0.3993395294062732}",20,6,15.032772561691983,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.1, 'e': 0.3901516843082303}",20,0,-26.51207432615928,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
118,False,"{'a': 0.1, 'e': 0.3809248243668818}",35,8,-84.51977659573909,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 2}",1
119,False,"{'a': 0.1, 'e': 0.371659872260533}",20,2,-68.01728421389254,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
120,False,"{'a': 0.1, 'e': 0.3623577544766736}",25,16,9.642861321051413,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.1, 'e': 0.35301940121933034}",20,5,11.836755764469007,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.1, 'e': 0.34364574631604705}",35,10,10.35608955222357,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.1, 'e': 0.3342377271245026}",30,16,3.8809196205774565,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.1, 'e': 0.32479628443877623}",20,0,4.417968881171494,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
125,False,"{'a': 0.1, 'e': 0.3153223623952687}",25,15,-8.249638693035404,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.1, 'e': 0.3058169083782893}",20,0,-62.75405150505779,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
